corp_code,corp_name,stock_code,business_year,fs_label,revenue_current,revenue_previous,op_current,op_previous,revenue_account_name,op_account_name,current_period_name,previous_period_name
00191287,대동금속,020400,2024,별도재무제표,99514130970.0,133065161759.0,-6503287192.0,1301329207.0,수익(매출액),영업이익(손실),제 37 기,제 36 기
00191287,대동금속,020400,2025,별도재무제표,101817187819.0,99514130970.0,100414709.0,-6503287192.0,수익(매출액),영업이익(손실),제 38 기,제 37 기
00109310,대동기어,008830,2023,별도재무제표,281237511057.0,242097571788.0,8088469997.0,7589541408.0,매출액,영업이익(손실),제 51 기,제 50 기
00109310,대동기어,008830,2024,별도재무제표,257057008425.0,281237511057.0,4464399985.0,8088469997.0,매출액,영업이익(손실),제 52 기,제 51 기
00109310,대동기어,008830,2025,별도재무제표,220939401126.0,257057008425.0,162438986.0,4464399985.0,수익(매출액),영업이익(손실),제 53 기,제 52 기
00109268,대동스틸,048470,2023,별도재무제표,137634680158.0,182452648537.0,-2423860142.0,-6081345442.0,수익(매출액),영업이익(손실),제 51 기,제 50 기
00109268,대동스틸,048470,2024,별도재무제표,139702827183.0,137634680158.0,-1950830458.0,-2423860142.0,수익(매출액),영업이익(손실),제 52 기,제 51 기
00109268,대동스틸,048470,2025,별도재무제표,119163920715.0,139702827183.0,-1166249453.0,-1950830458.0,수익(매출액),영업이익(손실),제 53 기,제 52 기
00157104,대동전자,008110,2023,연결재무제표,41282867445.0,43621572191.0,2198585499.0,2208813280.0,매출액,영업이익(손실),제 51 기,제 50 기
00157104,대동전자,008110,2024,연결재무제표,29025438345.0,41282867445.0,4874951054.0,2198585499.0,매출액,영업이익(손실),제 52 기,제 51 기
00157104,대동전자,008110,2025,연결재무제표,30074181636.0,29025438345.0,6793893912.0,4874951054.0,매출액,영업이익(손실),제 53 기,제 52 기
00109587,대륙제관,004780,2023,별도재무제표,271101699009.0,275979619835.0,15623149185.0,9675110380.0,수익(매출액),영업이익(손실),제 57 기,제 56 기
00109587,대륙제관,004780,2024,별도재무제표,274659400896.0,271101699009.0,15817274927.0,15623149185.0,수익(매출액),영업이익(손실),제 58 기,제 57 기
00109587,대륙제관,004780,2025,별도재무제표,266562442241.0,274659400896.0,10302316583.0,15817274927.0,매출액,영업이익,제 59 기,제 58 기
00109754,대림바스,005750,2023,연결재무제표,266280932560.0,253490953035.0,4059070397.0,1454990634.0,매출액,영업이익(손실),제 56 기,제 55 기
00109754,대림바스,005750,2024,연결재무제표,281054583692.0,266280932560.0,10096692649.0,4059070397.0,매출액,영업이익(손실),제 57 기,제 56 기
00109754,대림바스,005750,2025,연결재무제표,300567542574.0,281054583692.0,18617067031.0,10096692649.0,매출액,영업이익,제 58 기,제 57 기
00109781,대림제지,017650,2023,연결재무제표,164383300566.0,187353234547.0,21826803766.0,29197579672.0,매출액,영업이익,제 40 기,제 39 기
00109781,대림제지,017650,2024,연결재무제표,166263916267.0,164383300566.0,9834883741.0,21826803766.0,매출액,영업이익,제 41 기,제 40 기
00109781,대림제지,017650,2025,연결재무제표,168837382045.0,166263916267.0,5280796436.0,9834883741.0,매출액,영업이익(손실),제 42 기,제 41 기
00109824,대림통상,006570,2023,연결재무제표,145721236338.0,174112262391.0,-4932768955.0,6951768177.0,매출액,영업이익(손실),제 54 기,제 53 기
00109824,대림통상,006570,2024,연결재무제표,136965965065.0,145721236338.0,-3414516400.0,-4932768955.0,매출액,영업이익(손실),제 55 기,제 54 기
00109824,대림통상,006570,2025,연결재무제표,126171254752.0,136965965065.0,-9566103074.0,-3414516400.0,매출액,영업이익(손실),제 56 기,제 55 기
01150515,대명에너지,389260,2023,연결재무제표,61640473408.0,87994198408.0,16741316162.0,25586563219.0,수익(매출액),영업이익(손실),제 24 기,제 23 기
01150515,대명에너지,389260,2024,연결재무제표,67761578359.0,61640473408.0,9705106323.0,16741316162.0,수익(매출액),영업이익(손실),제 25 기,제 24 기
01150515,대명에너지,389260,2025,연결재무제표,130971472403.0,67761578359.0,16798712496.0,9705106323.0,수익(매출액),영업이익(손실),제 26 기,제 25 기
00450995,대모,317850,2023,연결재무제표,44410624430.0,54799709139.0,-378452195.0,2133866331.0,수익(매출액),영업이익(손실),제 35 기,제 34 기
00450995,대모,317850,2024,연결재무제표,41319031078.0,44410624430.0,116803828.0,-378452195.0,수익(매출액),영업이익(손실),제 36 기,제 35 기
00450995,대모,317850,2025,연결재무제표,40730717139.0,41319031078.0,1910158830.0,116803828.0,수익(매출액),영업이익(손실),제 37 기,제 36 기
01259418,대보마그네틱,290670,2023,연결재무제표,39999530917.0,108560097334.0,126782002.0,26508416585.0,수익(매출액),영업이익(손실),제 29 기,제 28 기
01259418,대보마그네틱,290670,2024,연결재무제표,28393852143.0,39999530917.0,-9797081300.0,126782002.0,수익(매출액),영업이익(손실),제 30 기,제 29 기
01259418,대보마그네틱,290670,2025,연결재무제표,26147290618.0,28393852143.0,-10443217543.0,-9797081300.0,수익(매출액),영업이익(손실),제 31 기,제 30 기
00442826,대봉엘에스,078140,2023,연결재무제표,87622205173.0,93504353114.0,3800763406.0,8174396525.0,수익(매출액),영업이익(손실),제 38 기,제 37 기
00442826,대봉엘에스,078140,2024,연결재무제표,93953561154.0,87622205173.0,9053878830.0,3800763406.0,수익(매출액),영업이익(손실),제 39 기,제 38 기
00442826,대봉엘에스,078140,2025,연결재무제표,102063530166.0,93953561154.0,7331523353.0,9053878830.0,수익(매출액),영업이익(손실),제 40 기,제 39 기
00390860,대산F&B,065150,2023,연결재무제표,128819482459000.0,121302188368000.0,-634869097000.0,-4018213545000.0,매출액,영업이익(손실),제 29 기,제 28 기
00390860,대산F&B,065150,2024,연결재무제표,102878853186.0,117429565709.0,-820612174.0,756965202.0,수익(매출액),영업이익(손실),제 30 기,제 29 기
00390860,대산F&B,065150,2025,연결재무제표,110864610083.0,99398650136.0,4554449774.0,-758637729.0,수익(매출액),영업이익(손실),제 31 기,제 30 기
00121941,대상,001680,2023,연결재무제표,4107493943805.0,4084090277577.0,123716647215.0,139998990821.0,수익(매출액),영업이익(손실),제 70 기,제 69 기
00121941,대상,001680,2024,연결재무제표,4255134757567.0,4107493943805.0,176941145485.0,123716647215.0,매출액,영업이익,제 71 기,제 70 기
00121941,대상,001680,2025,연결재무제표,4401305371276.0,4255134757567.0,169282317428.0,176941145485.0,매출액,영업이익,제 72 기,제 71 기
00539274,대상홀딩스,084690,2023,연결재무제표,5259400430149.0,5226659820074.0,114614891500.0,143809242039.0,수익(매출액),영업이익(손실),제 19 기,제 18 기
00539274,대상홀딩스,084690,2024,연결재무제표,5357890370159.0,5259400430149.0,184029822016.0,114614891500.0,수익(매출액),영업이익(손실),제 20 기,제 19 기
00539274,대상홀딩스,084690,2025,연결재무제표,5628798766399.0,5357890370159.0,199828484303.0,184029822016.0,수익(매출액),영업이익(손실),제 21 기,제 20 기
00110307,대선조선,031990,2023,별도재무제표,275224775837.0,278817732540.0,-160377513009.0,-28585813530.0,I. 매출액,V. 영업이익(손실),제 69 기,제 68 기
00110307,대선조선,031990,2024,별도재무제표,322513320291.0,275224775837.0,-5546719894.0,-160377513009.0,I. 매출액,V. 영업이익(손실),제 70 기,제 69 기
00110307,대선조선,031990,2025,별도재무제표,201749943134.0,322513320291.0,-2369354118.0,-5546719894.0,I. 매출액,V. 영업이익(손실),제 71 기,제 70 기
00177320,대성미생물,036480,2023,별도재무제표,25562323134.0,25500064652.0,-689011929.0,-327522927.0,Ⅰ.매출액,Ⅴ.영업이익(손실),제 58 기,제 57 기
00177320,대성미생물,036480,2024,별도재무제표,23803929086.0,25562323134.0,-1551719611.0,-689011929.0,Ⅰ.매출액,Ⅴ.영업손실,제 59 기,제 58 기
00177320,대성미생물,036480,2025,별도재무제표,25988810012.0,23803929086.0,714269442.0,-1551719611.0,Ⅰ.매출액,Ⅴ.영업이익(손실),제 60 기,제 59 기
00828789,대성산업,128820,2023,연결재무제표,1608088520653.0,1871305784976.0,29449898866.0,48301486163.0,매출액,영업이익(손실),제 14 기,제 13 기
00828789,대성산업,128820,2024,연결재무제표,1476772033939.0,1608088520653.0,21781127161.0,29449898866.0,매출액,영업이익(손실),제 15 기,제 14 기
00828789,대성산업,128820,2025,연결재무제표,1565923441453.0,1476772033939.0,10832731125.0,21781127161.0,매출액,영업이익(손실),제 16 기,제 15 기
00787376,대성에너지,117580,2023,연결재무제표,999533749249.0,1020936453937.0,20391954237.0,938738843.0,매출액,영업이익(손실),제 15 기,제 14 기
00787376,대성에너지,117580,2024,연결재무제표,995129899139.0,999533749249.0,20476271942.0,20391954237.0,매출액,영업이익,제 16 기,제 15 기
00787376,대성에너지,117580,2025,별도재무제표,1017938768125.0,995129899139.0,30348573111.0,20476271942.0,매출액,영업이익,제 17 기,제 16 기
00109037,대성창투,027830,2023,별도재무제표,12363265555.0,13656850879.0,2052559665.0,1018910881.0,영업수익,영업이익(손실),제 37 기,제 36 기
00109037,대성창투,027830,2024,별도재무제표,20088466445.0,12363265555.0,10238452840.0,2052559665.0,영업수익,영업이익(손실),제 38 기,제 37 기
00109037,대성창투,027830,2025,별도재무제표,9251631072.0,20088466445.0,796603028.0,10238452840.0,영업수익,영업이익(손실),제 39 기,제 38 기
00577335,대성하이텍,129920,2023,연결재무제표,92797688898.0,128372242344.0,-6581048283.0,11477824071.0,수익(매출액),영업이익(손실),제 23 기,제 22 기
00577335,대성하이텍,129920,2024,연결재무제표,92831306875.0,92797688898.0,-13136615453.0,-6581048283.0,수익(매출액),영업이익(손실),제 24 기,제 23 기
00577335,대성하이텍,129920,2025,연결재무제표,95216185446.0,92831306875.0,-2295340664.0,-13136615453.0,수익(매출액),영업이익(손실),제 25 기,제 24 기
00108940,대성홀딩스,016710,2023,연결재무제표,1216816669863.0,1253169917697.0,9963570964.0,6984420659.0,매출액,영업이익,제 41 기,제 40 기
00108940,대성홀딩스,016710,2024,연결재무제표,1212354718188.0,1216816669863.0,23297613824.0,9963570964.0,매출액,영업이익,제 42 기,제 41 기
00108940,대성홀딩스,016710,2025,연결재무제표,1222634175867.0,1212354718188.0,28063138263.0,23297613824.0,매출액,영업이익,제 43 기,제 42 기
01845534,대신밸런스제19호스팩,482690,2025,별도재무제표,0.0,0.0,-38943610.0,-25112931.0,수익(매출액),영업이익(손실),제 2 기,제 1 기
00110875,대신정보통신,020180,2023,별도재무제표,228487621631.0,180570933137.0,4175255751.0,2283442332.0,수익(매출액),영업이익(손실),제 36 기,제 35 기
00110875,대신정보통신,020180,2024,별도재무제표,256790690611.0,228487621631.0,8839861270.0,4175255751.0,수익(매출액),영업이익(손실),제 37 기,제 36 기
00110875,대신정보통신,020180,2025,별도재무제표,202861487817.0,255122447363.0,9099047769.0,9215588861.0,수익(매출액),영업이익(손실),제 38 기,제 37 기
00110893,대신증권,003540,2023,연결재무제표,3854590575000.0,4231331899000.0,161317426000.0,253461884000.0,영업수익,영업이익,제 63 기,제 62 기
00110893,대신증권,003540,2024,연결재무제표,4093862748000.0,3854590575000.0,83593035000.0,161317426000.0,영업수익,영업이익,제 64 기,제 63 기
00110893,대신증권,003540,2025,연결재무제표,5063889973000.0,4093862748000.0,301402464000.0,83593035000.0,영업수익,영업이익,제 65 기,제 64 기
00318316,대아티아이,045390,2023,연결재무제표,112334976960.0,105547717079.0,3561685564.0,9547831795.0,매출액,영업이익,제 29 기,제 28 기
00318316,대아티아이,045390,2024,연결재무제표,149149155214.0,112334976960.0,7908744652.0,3561685564.0,매출액,영업이익,제 30 기,제 29 기
00318316,대아티아이,045390,2025,연결재무제표,153189348670.0,149149155214.0,7559496321.0,7800058243.0,매출액,영업이익,제 31 기,제 30 기
00111111,대양금속,009190,2023,별도재무제표,200969628514.0,239479973130.0,-2500237161.0,13725697078.0,수익(매출액),영업이익(손실),제 51 기,제 50 기
00111111,대양금속,009190,2024,별도재무제표,215563338886.0,200969628514.0,1889596749.0,-2500237161.0,수익(매출액),영업이익(손실),제 52 기,제 51 기
00111111,대양금속,009190,2025,연결재무제표,223485344976.0,215563338886.0,5620557046.0,1889596749.0,수익(매출액),영업이익(손실),제 53 기,제 52 기
00111193,대양전기공업,108380,2023,연결재무제표,154347176318.0,130396027254.0,3734425846.0,-9885634582.0,매출액,영업이익(손실),제 36 기,제 35 기
00111193,대양전기공업,108380,2024,연결재무제표,196278875513.0,154347176318.0,15686295738.0,3734425846.0,매출액,영업이익(손실),제 37 기,제 36 기
00111193,대양전기공업,108380,2025,연결재무제표,230094825180.0,196278875513.0,27060476082.0,15686295738.0,매출액,영업이익(손실),제 38 기,제 37 기
00111227,대양제지공업,006580,2023,연결재무제표,150194757687.0,123341096051.0,-2030592190.0,-6819166436.0,매출액,영업이익(손실),제 54 기,제 53 기
00111227,대양제지공업,006580,2024,연결재무제표,151231188273.0,150194757687.0,-6769954282.0,-2030592190.0,매출액,영업이익(손실),제 55 기,제 54 기
00111227,대양제지공업,006580,2025,연결재무제표,150547919980.0,151231188273.0,-6645989169.0,-6769954282.0,매출액,영업이익(손실),제 56 기,제 55 기
00111458,대영포장,014160,2023,별도재무제표,283462475670.0,302554046399.0,11078018260.0,11909475247.0,수익(매출액),영업이익(손실),제 45 기,제 44 기
00111458,대영포장,014160,2024,별도재무제표,280835222931.0,283462475670.0,923321701.0,11078018260.0,수익(매출액),영업이익(손실),제 46 기,제 45 기
00111458,대영포장,014160,2025,별도재무제표,283702207867.0,280835222931.0,881634489.0,923321701.0,수익(매출액),영업이익(손실),제 47 기,제 46 기
00124540,대우건설,047040,2023,연결재무제표,11647800864690.0,10419213132139.0,662517552616.0,760006514642.0,매출액,영업이익(손실),제 24 기,제 23 기
00124540,대우건설,047040,2024,연결재무제표,10503609086034.0,11647800864690.0,403125613881.0,662517552616.0,매출액,영업이익(손실),제 25 기,제 24 기
00124540,대우건설,047040,2025,연결재무제표,8054627137857.0,10503609086034.0,-815431279791.0,403125613881.0,매출액,영업이익(손실),제 26 기,제 25 기
00111810,대웅,003090,2023,연결재무제표,1813841462124.0,1697338482580.0,195606282852.0,207334242877.0,영업수익,영업이익(손실),제 64 기,제 63 기
00111810,대웅,003090,2024,연결재무제표,1936916852599.0,1813841462124.0,281913080239.0,195606282852.0,영업수익,영업이익(손실),제 65 기,제 64 기
00111810,대웅,003090,2025,연결재무제표,2068370455244.0,1936916852599.0,261793894978.0,281913080239.0,영업수익,영업이익(손실),제 66 기,제 65 기
00427483,대웅제약,069620,2023,연결재무제표,1375328744877.0,1280091851013.0,122591949287.0,95797148532.0,매출,영업이익(손실),제 22 기,제 21 기
00427483,대웅제약,069620,2024,연결재무제표,1422683296380.0,1375328744877.0,147942198476.0,122591949287.0,수익(매출액),영업이익(손실),제 23 기,제 22 기
00427483,대웅제약,069620,2025,연결재무제표,1570891005329.0,1422683296380.0,196782415375.0,147942198476.0,수익(매출액),영업이익(손실),제 24 기,제 23 기
00111838,대원,007680,2023,연결재무제표,436092001499.0,358311814798.0,-62074519921.0,17849130270.0,매출액,영업이익(손실),제 52 기,제 51 기
00111838,대원,007680,2024,연결재무제표,277180783733.0,436092001499.0,195470402.0,-61997670665.0,매출액,영업이익(손실),제 53 기,제 52 기
00111838,대원,007680,2025,연결재무제표,112122269871.0,277180783733.0,-13753624316.0,198437423.0,매출액,영업이익(손실),제 54 기,제 53 기
00111847,대원강업,000430,2023,연결재무제표,1106756862193.0,1024450498787.0,59171860226.0,22056715849.0,매출액,영업이익(손실),제 77 기,제 76 기
00111847,대원강업,000430,2024,연결재무제표,1367585047000.0,1106756862000.0,22564927000.0,59171860000.0,수익(매출액),영업이익(손실),제 78 기,제 77 기
00111847,대원강업,000430,2025,연결재무제표,1599072177000.0,1367585047000.0,47006630000.0,22564927000.0,수익(매출액),영업이익(손실),제 79 기,제 78 기
00351807,대원미디어,048910,2023,연결재무제표,316061909775.0,303453855521.0,13806865689.0,14269892845.0,매출액,영업이익,제 46 기,제 45 기
00351807,대원미디어,048910,2024,연결재무제표,256364073040.0,316061909775.0,1616163472.0,13806865689.0,매출액,영업이익,제 47 기,제 46 기
00351807,대원미디어,048910,2025,연결재무제표,342849675064.0,256364073040.0,9950399426.0,1616163472.0,매출액,영업이익,제 48 기,제 47 기
00111874,대원산업,005710,2023,연결재무제표,778642594157.0,737040613357.0,47307118109.0,31395680385.0,매출액,영업이익,제 56 기,제 55 기
00111874,대원산업,005710,2024,연결재무제표,931473122460.0,777688827197.0,74982105084.0,47240755346.0,매출액,영업이익,제 57 기,제 56 기
00111874,대원산업,005710,2025,연결재무제표,1058925866620.0,931473122460.0,70753680001.0,74982105084.0,수익(매출액),영업이익,제 58 기,제 57 기
00260392,대원전선,006340,2023,연결재무제표,515401908392.0,562428058271.0,13130113478.0,1346085446.0,수익(매출액),영업이익(손실),제 55 기,제 54 기
00260392,대원전선,006340,2024,연결재무제표,552777321378.0,515401908392.0,14338544095.0,13130113478.0,수익(매출액),영업이익(손실),제 56 기,제 55 기
00260392,대원전선,006340,2025,연결재무제표,624542487406.0,552777321378.0,9351244955.0,14338544095.0,수익(매출액),영업이익(손실),제 57 기,제 56 기
00111999,대원제약,003220,2023,연결재무제표,526952045065.0,478884656361.0,32232798510.0,43006376510.0,매출액,영업이익,제 63 기,제 62 기
00111999,대원제약,003220,2024,연결재무제표,598162352613.0,526952045065.0,28220453539.0,32232798510.0,매출액,영업이익,제 64 기,제 63 기
00111999,대원제약,003220,2025,연결재무제표,605434719615.0,598162352613.0,3483326321.0,28220453539.0,수익(매출액),영업이익,제 65 기,제 64 기
00112022,대원화성,024890,2023,연결재무제표,122178457757.0,146805183509.0,-6436352452.0,-7401035956.0,수익(매출액),영업이익(손실),제 50 기,제 49 기
00112022,대원화성,024890,2024,연결재무제표,125949848451.0,121150507007.0,-6113989337.0,-5921762010.0,수익(매출액),영업이익(손실),제 51 기,제 50 기
00112022,대원화성,024890,2025,연결재무제표,126424447644.0,125949848451.0,870720813.0,-6113989337.0,수익(매출액),영업이익(손실),제 52 기,제 51 기
00384948,대유,290380,2023,별도재무제표,30475572097.0,35354061535.0,-542004373.0,4518664293.0,수익(매출액),영업이익(손실),제 48 기,제 47 기
00384948,대유,290380,2024,별도재무제표,33938514136.0,30475572097.0,2233637646.0,-542004373.0,수익(매출액),영업이익(손실),제 49 기,제 48 기
00384948,대유,290380,2025,별도재무제표,33680578831.0,33938514136.0,2827907878.0,2233637646.0,매출액,영업이익(손실),제 50 기,제 49 기
00250997,대정화금,120240,2023,별도재무제표,93282650935.0,96607882674.0,10995939901.0,11592433055.0,매출액,영업이익,제 38 기,제 37 기
00250997,대정화금,120240,2024,별도재무제표,92304424167.0,93282650935.0,8480140876.0,10995939901.0,매출액,영업이익,제 39 기,제 38 기
00250997,대정화금,120240,2025,별도재무제표,108081231529.0,92304424167.0,11182354393.0,8480140876.0,매출액,영업이익,제 40 기,제 39 기
00112457,대주산업,003310,2023,연결재무제표,105014557386.0,99235803613.0,7684213963.0,5525217122.0,매출액,영업이익(손실),제 62 기,제 61 기
00112457,대주산업,003310,2024,연결재무제표,106038654753.0,105014557386.0,10025103418.0,7684213963.0,매출,영업이익(손실),제 63 기,제 62 기
00112457,대주산업,003310,2025,연결재무제표,100983295727.0,106038654753.0,10635427841.0,10025103418.0,매출액,영업이익(손실),제 64 기,제 63 기
00177816,대주전자재료,078600,2023,연결재무제표,184988881822.0,174098407326.0,6208941102.0,11970916445.0,매출액,영업이익,제 43 기,제 42 기
00177816,대주전자재료,078600,2024,연결재무제표,219316249770.0,184988881822.0,29353571296.0,6208941102.0,수익(매출액),영업이익,제 44 기,제 43 기
00177816,대주전자재료,078600,2025,연결재무제표,254613180231.0,219316249770.0,20686125141.0,29353571296.0,매출액,영업이익,제 45 기,제 44 기
01549472,대진첨단소재,393970,2024,연결재무제표,88992921600.0,64645726523.0,5988654548.0,987270023.0,수익(매출액),영업이익(손실),제 6 기,제 5 기
01549472,대진첨단소재,393970,2025,연결재무제표,84513320058.0,88992921600.0,-20362494152.0,5988654548.0,수익(매출액),영업이익(손실),제 7 기,제 6 기
00112651,대창,012800,2023,연결재무제표,1323045955936.0,1441272496006.0,-9266044241.0,9088699355.0,매출액,영업이익(손실),제 47 기,제 46 기
00112651,대창,012800,2024,연결재무제표,1336870975857.0,1323045955936.0,31349006736.0,-9266044241.0,매출액,영업이익(손실),제 48 기,제 47 기
00112651,대창,012800,2025,연결재무제표,1470237029200.0,1336870975857.0,51527830529.0,31349006736.0,매출액,영업이익(손실),제 49 기,제 48 기
00112679,대창단조,015230,2023,연결재무제표,372122590244.0,421497657834.0,46442960961.0,49857119260.0,매출액,영업이익(손실),제 43 기,제 42 기
00112679,대창단조,015230,2024,연결재무제표,322237329620.0,372122590244.0,30073913587.0,46442960961.0,매출액,영업이익(손실),제 44 기,제 43 기
00112679,대창단조,015230,2025,연결재무제표,346267051157.0,322237329620.0,38033603172.0,30073913587.0,수익(매출액),영업이익(손실),제 45 기,제 44 기
00177870,대창솔루션,096350,2023,연결재무제표,71715102822.0,52756099362.0,5596489348.0,-4741415531.0,수익(매출액),영업이익(손실),제 47 기,제 46 기
00177870,대창솔루션,096350,2024,연결재무제표,61398550420.0,71715102822.0,436761175.0,5596489348.0,수익(매출액),영업이익(손실),제 48 기,제 47 기
00177870,대창솔루션,096350,2025,연결재무제표,59877251686.0,61398550420.0,-143752494.0,436761175.0,수익(매출액),영업이익(손실),제 49 기,제 48 기
00112721,대창스틸,140520,2023,연결재무제표,419753133733.0,398516324784.0,5729081726.0,5069913564.0,매출액,영업이익(손실),제 44 기,제 43 기
00112721,대창스틸,140520,2024,연결재무제표,402449365609.0,419753133733.0,2965845039.0,5729081726.0,매출액,영업이익(손실),제 45 기,제 44 기
00112721,대창스틸,140520,2025,연결재무제표,398574191699.0,402449365609.0,3355298284.0,2965845039.0,매출액,영업이익(손실),제 46 기,제 45 기
00608316,대한과학,131220,2023,연결재무제표,73702238899.0,72279688057.0,6167121379.0,7224466955.0,매출액,영업이익(손실),제 31 기,제 30 기
00608316,대한과학,131220,2024,연결재무제표,71694370061.0,73702238899.0,4225309258.0,6167121379.0,매출액,영업이익(손실),제 32 기,제 31 기
00608316,대한과학,131220,2025,연결재무제표,81117767870.0,71694370061.0,5530676716.0,4225309258.0,매출액,영업이익(손실),제 33 기,제 32 기
00113261,대한광통신,010170,2023,연결재무제표,180262763737.0,190108508492.0,-23223251446.0,3461490495.0,수익(매출액),영업이익(손실),제 50 기,제 49 기
00113261,대한광통신,010170,2024,연결재무제표,152717431829.0,180262763737.0,-29704722792.0,-23223251446.0,수익(매출액),영업이익(손실),제 51 기,제 50 기
00113261,대한광통신,010170,2025,연결재무제표,139446734970.0,152717431829.0,-21410712591.0,-29704722792.0,수익(매출액),영업이익(손실),제 52 기,제 51 기
00207375,대한뉴팜,054670,2023,별도재무제표,204222610934.0,197957348852.0,18809277041.0,27577625403.0,매출액,영업이익(손실),제 40 기,제 39 기
00207375,대한뉴팜,054670,2024,별도재무제표,202186716840.0,204222610934.0,18665072068.0,18809277041.0,매출액,영업이익(손실),제 41 기,제 40 기
00207375,대한뉴팜,054670,2025,별도재무제표,202401496497.0,202186716840.0,11724632183.0,18665072068.0,수익(매출액),영업이익(손실),제 42 기,제 41 기
00112970,대한방직,001070,2023,연결재무제표,149403981153.0,191519691272.0,-1812481976.0,-3886402441.0,매출액,영업이익(손실),제 71 기,제 70 기
00112970,대한방직,001070,2024,연결재무제표,133909117274.0,149403981153.0,2418669755.0,-1812481976.0,매출액,영업이익(손실),제 72 기,제 71 기
00112970,대한방직,001070,2025,연결재무제표,158285867181.0,133909117274.0,696690065.0,2418669755.0,매출액,영업이익(손실),제 73 기,제 72 기
00113128,대한약품,023910,2023,별도재무제표,195911458889.0,184267548195.0,35795371698.0,32968049140.0,매출액,영업이익(손실),제 60 기,제 59 기
00113128,대한약품,023910,2024,별도재무제표,204194880322.0,195911458889.0,38080510688.0,35795371698.0,수익(매출액),영업이익(손실),제 61 기,제 60 기
00113128,대한약품,023910,2025,별도재무제표,208614118262.0,204194880322.0,31185733351.0,38080510688.0,수익(매출액),영업이익(손실),제 62 기,제 61 기
00260383,대한유화,006650,2023,연결재무제표,2499972627941.0,2222070977921.0,-62321327716.0,-214640345650.0,매출액,영업이익(손실),제 55 기,제 54 기
00260383,대한유화,006650,2024,연결재무제표,2800102662159.0,2499972627941.0,-59892625042.0,-62321327716.0,매출액,영업이익(손실),제 56 기,제 55 기
00260383,대한유화,006650,2025,연결재무제표,3347821791902.0,2800102662159.0,52668902480.0,-59892625042.0,매출액,영업이익(손실),제 57 기,제 56 기
00113207,대한전선,001440,2023,연결재무제표,2843980012000.0,2450545975000.0,79823888000.0,48173734000.0,매출액,영업이익,제 69 기,제 68 기
00113207,대한전선,001440,2024,연결재무제표,3291299375000.0,2843980012000.0,115169757000.0,79823888000.0,수익(매출액),영업이익(손실),제 70 기,제 69 기
00113207,대한전선,001440,2025,연결재무제표,3636018215712.0,3291299374607.0,128613046536.0,115169757365.0,수익(매출액),영업이익(손실),제 71 기,제 70 기
00113225,대한제강,084010,2023,연결재무제표,1447832026434.0,2141616301745.0,109934599541.0,215379902495.0,매출액,영업이익(손실),제 71 기,제 70 기
00113225,대한제강,084010,2024,연결재무제표,1224534509948.0,1447832026434.0,10317146497.0,109934599541.0,매출액,영업이익,제 72 기,제 71 기
00113225,대한제강,084010,2025,연결재무제표,1247058624052.0,1224534509948.0,-2872504765.0,10317146497.0,매출액,영업이익,제 73 기,제 72 기
00113234,대한제당,001790,2023,연결재무제표,1332349884000.0,1378075519000.0,47216910000.0,38051122000.0,수익(매출액),영업이익(손실),제 68 기,제 67 기
00113234,대한제당,001790,2024,연결재무제표,1373829105000.0,1332349884000.0,36996731000.0,47216910000.0,매출액,영업이익(손실),제 69 기,제 68 기
00113234,대한제당,001790,2025,연결재무제표,1356276028000.0,1373829105000.0,56555932000.0,36996731000.0,매출액,영업이익(손실),제 70 기,제 69 기
00113243,대한제분,001130,2023,연결재무제표,1441458547512.0,1368170051431.0,54859482247.0,43274283090.0,수익(매출액),영업이익(손실),제 73 기,제 72 기
00113243,대한제분,001130,2024,연결재무제표,1374735359151.0,1441458547512.0,72306706525.0,54859482247.0,매출액,영업이익,제 74 기,제 73 기
00113243,대한제분,001130,2025,연결재무제표,1375199649054.0,1374735359151.0,62256836691.0,72306706525.0,매출액,영업이익,제 75 기,제 74 기
00182696,대한조선,439260,2025,연결재무제표,1228128117609.0,1075312196238.0,294102888541.0,158060123106.0,매출액,영업이익,제 39 기,제 38 기
00113526,대한항공,003490,2023,연결재무제표,16111796106147.0,14096094819146.0,1790089190805.0,2830586753727.0,매출,영업이익(손실),제 62 기,제 61 기
00113526,대한항공,003490,2024,연결재무제표,17870718495804.0,16111796106147.0,2110200077994.0,1790089190805.0,영업수익,영업이익(손실),제 63 기,제 62 기
00113526,대한항공,003490,2025,연결재무제표,25225542379502.0,17870718495804.0,1113589428051.0,2110200077994.0,매출,영업이익,제 64 기,제 63 기
00113535,대한해운,005880,2023,연결재무제표,1397365391874.0,1612014464184.0,249957270562.0,267671830651.0,매출액,영업이익(손실),제 57 기,제 56 기
00113535,대한해운,005880,2024,연결재무제표,1747186595917.0,1397365391874.0,328635127660.0,249957270562.0,매출액,영업이익(손실),제 58 기,제 57 기
00113535,대한해운,005880,2025,연결재무제표,1276968118509.0,1747186595917.0,207164410184.0,328635127660.0,매출액,영업이익(손실),제 59 기,제 58 기
00113544,대한화섬,003830,2023,별도재무제표,134407371795.0,150864212264.0,2392490401.0,6382961691.0,매출액,영업이익,제 61 기,제 60 기
00113544,대한화섬,003830,2024,별도재무제표,123785673930.0,134407371795.0,-1542476290.0,2392490401.0,매출액,영업이익,제 62 기,제 61 기
